Player,POS,Team,Pass Yds,Pass TDs,INT,Rush Yds,Rush TDs,REC,Rec Yds,Rec TDs,Rookie,Bust%,FL,adp_standard,stdev_standard,adp_half,stdev_half,adp_ppr,stdev_ppr,adp_2qb,stdev_2qb,bye,playoff_sos_pctl,playoff_sos_label
Justice Hill,RB,BAL,0.1,0.0,0.0,218.8,1.9,30.5,246.7,1.2,False,,1.5,,,,,165.6,8.5,,,13.0,57.3,Neutral
Ronnie Bell,WR,NO,0.3,0.0,0.0,8.1,0.0,34.5,419.6,3.4,False,,1.5,,,,,,,,,,60.4,Neutral
Dylan Drummond,WR,ATL,0.4,0.0,0.0,8.8,0.0,39.1,431.4,2.8,False,,1.5,,,,,,,,,,59.4,Neutral
George Holani,RB,SEA,0.2,0.0,0.0,422.4,2.9,14.5,104.0,0.5,False,,1.5,,,,,,,,,,59.4,Neutral
Chris Collier,RB,LV,0.3,0.0,0.0,387.3,2.6,18.5,129.3,0.6,False,,1.5,,,,,,,,,,51.0,Neutral
Elijah Moore,WR,PHI,0.1,0.0,0.0,30.9,0.2,44.4,470.1,1.1,False,,1.5,,,,,,,,,,27.1,Tough
Tyrell Shavers,WR,BUF,0.2,0.0,0.0,5.8,0.0,35.8,513.6,1.7,False,,1.5,,,,,,,,,,47.9,Neutral
Xavier Restrepo,WR,TEN,0.4,0.0,0.0,9.2,0.1,35.7,443.4,2.7,False,,1.5,,,,,,,,,,78.1,Easy
Lil'Jordan Humphrey,WR,DEN,0.1,0.0,0.0,3.3,0.0,36.8,416.7,3.2,False,,1.5,,,,,,,,,,43.8,Neutral
Matthew Golden,WR,GB,0.2,0.0,0.0,43.3,0.2,38.3,475.1,1.2,False,,1.5,107.7,9.4,117.4,9.8,122.6,10.3,128.5,12.6,11.0,44.8,Neutral
Quentin Skinner,WR,NYJ,0.4,0.0,0.0,10.6,0.1,35.7,436.2,2.7,False,,1.5,,,,,,,,,,30.2,Tough
Emari Demercado,RB,KC,0.1,0.0,0.0,439.1,1.0,18.9,137.9,1.0,False,,1.5,,,,,169.6,18.3,140.0,8.4,5.0,32.3,Tough
Harold Fannin Jr.,TE,CLE,0.2,0.0,0.0,9.6,0.2,41.5,414.4,2.4,False,,1.5,110.2,13.2,85.6,8.5,82.8,10.4,108.3,12.8,11.0,40.6,Neutral
Beaux Collins,WR,NYG,0.4,0.0,0.0,9.2,0.0,35.0,431.7,2.8,False,,1.5,,,,,,,,,,75.0,Easy
Olamide Zaccheaus,WR,ATL,0.1,0.0,0.0,15.3,0.1,40.9,404.2,2.5,False,,1.5,,,,,,,,,,59.4,Neutral
Tim Jones,WR,JAX,0.3,0.0,0.0,9.1,0.0,35.2,441.0,2.5,False,,1.5,,,,,,,,,,62.5,Neutral
Mike Gesicki,TE,CIN,0.1,0.0,0.0,0.5,0.0,39.7,408.7,2.8,False,,1.5,,,,,,,,,,51.0,Neutral
Simi Fehoko,WR,ARI,0.3,0.0,0.0,6.9,0.0,31.3,414.6,3.3,False,,1.5,,,,,,,,,,53.1,Neutral
Tutu Atwell,WR,MIA,0.1,0.0,0.0,6.0,0.0,33.2,519.2,1.4,False,,1.5,,,,,,,,,,34.4,Tough
Devin Singletary,RB,NYG,0.1,0.0,0.0,353.5,3.6,15.0,111.5,0.3,False,,1.5,,,,,,,,,,55.2,Neutral
British Brooks,RB,HOU,0.2,0.0,0.0,427.4,2.5,13.6,99.0,0.5,False,,1.5,,,,,,,,,,41.7,Neutral
Jaylin Lane,WR,WAS,0.2,0.0,0.0,9.1,0.0,35.6,460.8,2.1,False,,1.5,,,,,,,,,,42.7,Neutral
Roman Wilson,WR,PIT,0.2,0.0,0.0,5.6,0.0,34.7,443.0,2.5,False,,1.5,,,,,,,,,,72.4,Easy
Terrell Jennings,RB,NE,0.2,0.0,0.0,377.2,3.6,12.5,91.8,0.4,False,,1.5,,,,,,,,,,40.6,Neutral
Trevor Etienne,RB,CAR,0.2,0.0,0.0,381.1,3.5,12.8,90.5,0.4,False,,1.5,,,,,,,,,,41.7,Neutral
Anthony Gould,WR,IND,0.4,0.0,0.0,9.8,0.0,36.0,423.3,2.6,False,,1.5,,,,,,,,,,44.8,Neutral
Johnny Wilson,WR,PHI,0.2,0.0,0.0,6.3,0.0,28.9,335.4,4.7,False,,1.5,,,,,,,,,,27.1,Tough
Sione Vaki,RB,DET,0.2,0.0,0.0,368.0,2.5,17.0,129.4,0.6,False,,1.5,,,,,,,,,,58.3,Neutral
Konata Mumpfield,WR,LA,0.2,0.0,0.0,6.0,0.0,32.0,366.6,3.9,False,,1.5,,,,,,,,,,56.2,Neutral
Jaleel McLaughlin,RB,DEN,0.1,0.0,0.0,431.7,1.9,16.4,98.8,0.6,False,,1.5,,,,,,,,,,52.1,Neutral
Cole Kmet,TE,CHI,0.1,0.0,0.0,0.6,0.0,38.9,409.5,2.6,False,,1.5,,,,,,,,,,31.2,Tough
Kenny McIntosh,RB,SEA,0.2,0.0,0.0,487.3,1.0,14.8,108.2,0.5,False,,1.5,,,,,,,,,,59.4,Neutral
Stone Smartt,TE,PHI,0.2,0.0,0.0,1.4,0.0,41.7,410.4,2.3,False,,1.5,,,,,,,,,,62.5,Neutral
Isaiah Hodgins,WR,NYG,0.2,0.0,0.0,5.8,0.0,34.3,408.4,2.8,False,,1.5,,,,,,,,,,75.0,Easy
Calvin Ridley,WR,TEN,0.1,0.0,0.0,11.7,0.1,31.8,492.1,1.4,False,,1.5,108.5,5.4,126.3,11.2,132.8,9.7,136.9,14.1,9.0,78.1,Easy
Terrance Ferguson,TE,LA,0.2,0.0,0.0,3.6,0.1,25.0,312.0,5.1,False,,1.5,,,,,,,,,,61.5,Neutral
Malik Turner,WR,SF,0.4,0.0,0.0,10.4,0.0,33.8,416.1,2.6,False,,1.5,,,,,,,,,,25.5,Tough
Velus Jones Jr.,WR,SEA,0.4,0.0,0.0,82.5,0.4,29.7,362.0,2.2,False,,1.5,,,,,,,,,,38.0,Neutral
Ke'Shawn Williams,WR,CIN,0.4,0.0,0.0,28.1,0.1,33.1,399.1,2.5,False,,1.5,,,,,,,,,,70.3,Easy
Brandon Allen,QB,NYG,1155.9,6.7,5.0,74.0,0.7,0.1,0.2,0.0,False,,1.5,,,,,,,,,,60.4,Neutral
Jarrett Stidham,QB,DEN,996.9,6.5,2.9,90.7,0.9,0.1,0.3,0.0,False,,1.5,,,,,,,,,,35.4,Neutral
Aaron Jones,RB,MIN,0.1,0.0,0.0,371.5,1.6,17.9,133.1,0.9,False,,1.5,98.1,12.2,95.2,11.0,90.7,12.0,116.3,13.0,6.0,71.9,Easy
Kalel Mullings,RB,TEN,0.3,0.0,0.0,363.9,2.5,15.8,115.3,0.6,False,,1.5,,,,,,,,,,41.7,Neutral
Cedric Tillman,WR,CLE,0.1,0.0,0.0,4.3,0.0,32.8,406.3,2.8,False,,1.5,,,,,,,,,,83.3,Easy
Ollie Gordon II,RB,MIA,0.1,0.0,0.0,298.7,4.0,13.5,92.5,0.6,False,,1.5,,,,,,,,,,45.8,Neutral
Kendre Miller,RB,NO,0.1,0.0,0.0,438.8,1.5,14.6,103.0,0.5,False,,1.5,,,,,,,,,,66.7,Easy
Kyle Allen,QB,BUF,987.5,6.4,2.9,86.0,0.9,0.1,0.3,0.0,False,,1.5,,,,,,,,,,61.5,Neutral
Elijah Mitchell,RB,PHI,0.3,0.0,0.0,312.5,2.1,20.5,149.4,0.7,False,,1.5,,,,,,,,,,33.3,Tough
Van Jefferson,WR,WAS,0.1,0.0,0.0,2.2,0.0,35.7,431.1,2.0,False,,1.5,,,,,,,,,,42.7,Neutral
Nick Westbrook-Ikhine,WR,IND,0.1,0.0,0.0,3.1,0.0,31.1,381.8,3.2,False,,1.5,,,,,,,,,,44.8,Neutral
Shedrick Jackson,WR,LV,0.3,0.0,0.0,15.6,0.1,31.5,394.1,2.6,False,,1.5,,,,,,,,,,52.1,Neutral
Xavier Smith,WR,LA,0.2,0.0,0.0,13.2,0.1,32.6,457.1,1.5,False,,1.5,,,,,,,,,,56.2,Neutral
Dylan Sampson,RB,CLE,0.1,0.0,0.0,278.4,0.5,28.1,217.1,1.0,False,,1.5,,,,,161.3,14.8,,,11.0,63.5,Neutral
Parris Campbell,WR,DAL,0.3,0.0,0.0,8.1,0.0,34.3,377.6,2.8,False,,1.5,,,,,,,,,,61.5,Neutral
Jha'Quan Jackson,WR,HOU,0.4,0.0,0.0,19.3,0.1,31.9,387.9,2.5,False,,1.5,,,,,,,,,,41.7,Neutral
Ty Johnson,RB,BUF,0.1,0.0,0.0,202.6,2.8,17.9,179.1,1.4,False,,1.5,,,,,184.3,25.3,,,7.0,44.8,Neutral
Kene Nwangwu,RB,NYJ,0.3,0.0,0.0,372.0,2.3,14.3,104.2,0.6,False,,1.5,,,,,,,,,,46.9,Neutral
Mecole Hardman,WR,BUF,0.2,0.0,0.0,35.2,0.2,33.5,369.0,2.3,False,,1.5,,,,,,,,,,47.9,Neutral
Jalen Reagor,WR,MIA,0.2,0.0,0.0,21.1,0.1,31.5,400.4,2.2,False,,1.5,,,,,,,,,,34.4,Tough
Jaylin Noel,WR,HOU,0.2,0.0,0.0,26.2,0.1,32.9,387.5,2.2,False,,1.5,,,,,,,,,,41.7,Neutral
Jalen Nailor,WR,LV,0.1,0.0,0.0,9.8,0.1,24.9,353.6,3.7,False,,1.5,148.0,15.0,144.2,13.1,160.6,12.3,156.1,14.7,13.0,52.1,Neutral
Noah Fant,TE,NO,0.1,0.0,0.0,0.7,0.0,39.9,371.9,2.4,False,,1.5,,,,,,,,,,64.6,Neutral
KaVontae Turpin,WR,DAL,0.1,0.0,0.0,67.1,0.1,27.6,383.5,2.0,False,,1.5,,,,,,,,,,61.5,Neutral
Chris Blair,WR,ATL,0.4,0.0,0.0,9.3,0.1,31.7,394.8,2.4,False,,1.5,,,,,,,,,,59.4,Neutral
Kevin Austin Jr.,WR,NO,0.2,0.0,0.0,7.0,0.0,36.4,434.4,1.5,False,,1.5,,,,,,,,,,60.4,Neutral
E.J. Jenkins,TE,PHI,0.4,0.0,0.0,2.9,0.1,36.1,343.5,3.0,False,,1.5,,,,,,,,,,62.5,Neutral
Terrace Marshall Jr.,WR,MIA,0.3,0.0,0.0,7.1,0.0,32.2,400.1,2.4,False,,1.5,,,,,,,,,,34.4,Tough
Cooper Kupp,WR,SEA,0.1,0.0,0.5,3.2,0.0,34.6,413.7,2.2,False,,1.5,157.4,15.7,156.2,19.5,159.4,17.4,158.2,15.6,11.0,38.0,Neutral
Austin Trammell,WR,JAX,0.3,0.0,0.0,7.5,0.0,31.4,403.4,2.4,False,,1.5,,,,,,,,,,62.5,Neutral
Keaton Mitchell,RB,LAC,0.1,0.0,0.0,383.9,1.6,16.1,119.9,0.5,False,,1.5,158.6,15.7,154.1,35.6,160.2,24.5,151.0,21.1,7.0,56.2,Neutral
Zavier Scott,RB,MIN,0.2,0.0,0.0,318.8,1.1,21.6,155.7,1.0,False,,1.5,,,,,,,,,,71.9,Easy
Brandon Johnson,WR,LV,0.4,0.0,0.0,10.3,0.1,31.8,387.6,2.4,False,,1.5,,,,,,,,,,52.1,Neutral
Mack Hollins,WR,NE,0.1,0.0,0.0,3.8,0.0,31.8,384.9,2.5,False,,1.5,,,,,,,,,,33.9,Tough
Tai Felton,WR,MIN,0.4,0.0,0.0,8.8,0.0,32.1,382.6,2.4,False,,1.5,,,,,,,,,,77.1,Easy
Xavier Hutchinson,WR,HOU,0.1,0.0,0.0,11.5,0.1,31.9,384.3,2.2,False,,1.5,,,,,,,,,,41.7,Neutral
Irvin Charles,WR,SEA,0.5,0.0,0.0,11.6,0.1,30.7,377.8,2.4,False,,1.5,,,,,,,,,,38.0,Neutral
Ronnie Rivers,RB,LA,0.2,0.0,0.0,374.6,2.0,13.7,99.3,0.5,False,,1.5,,,,,,,,,,50.0,Neutral
Albert Okwuegbunam,TE,LV,0.4,0.0,0.0,2.6,0.1,37.1,343.6,2.5,False,,1.5,,,,,,,,,,70.8,Easy
Darnell Washington,TE,PIT,0.1,0.0,0.0,0.6,0.0,35.1,379.4,2.2,False,,1.5,,,,,,,,,,46.9,Neutral
Kyle Williams,WR,NE,0.2,0.0,0.0,14.4,0.1,26.7,389.3,2.4,False,,1.5,,,,,,,,,,33.9,Tough
Teddy Bridgewater,QB,DET,956.0,6.0,2.7,73.4,0.7,0.1,0.2,0.0,False,,1.5,,,,,,,,,,51.0,Neutral
AJ Dillon,RB,CAR,0.2,0.0,0.0,369.1,2.3,12.4,89.6,0.4,False,,1.5,,,,,163.0,19.2,,,5.0,41.7,Neutral
Braelon Allen,RB,NYJ,0.1,0.0,0.0,328.7,2.1,15.3,115.2,0.6,False,,1.5,,,,,,,,,,46.9,Neutral
Scott Miller,WR,CHI,0.2,0.0,0.0,5.6,0.0,33.7,366.6,2.2,False,,1.5,,,,,,,,,,58.3,Neutral
Greg Dortch,WR,DET,0.1,0.0,0.0,33.5,0.2,34.6,316.9,2.3,False,,1.5,,,,,,,,,,53.1,Neutral
Tre Harris,WR,LAC,0.1,0.0,0.0,11.2,0.1,34.3,396.2,1.4,False,,1.5,168.0,12.9,,,,,,,7.0,47.4,Neutral
Devin Culp,TE,TB,0.4,0.0,0.0,2.3,0.0,32.8,334.0,2.8,False,,1.5,,,,,,,,,,34.4,Tough
Zach Wilson,QB,NO,905.1,5.7,2.5,77.4,0.8,0.1,0.2,0.0,False,,1.5,,,,,,,,,,69.8,Easy
John Metchie III,WR,CAR,0.1,0.0,0.0,13.0,0.1,36.0,358.7,1.8,False,,1.5,130.7,8.0,122.2,8.2,120.0,5.8,144.7,5.2,5.0,33.3,Tough
Isaiah Davis,RB,NYJ,0.1,0.0,0.0,296.8,1.2,20.9,168.0,0.4,False,,1.5,,,,,,,,,,46.9,Neutral
Tommy DeVito,QB,NE,948.4,5.0,2.5,84.6,0.8,0.1,0.2,0.0,False,,1.5,,,,,,,,,,53.1,Neutral
Mason Kinsey,WR,TEN,0.3,0.0,0.0,7.4,0.0,29.1,384.0,2.1,False,,1.5,,,,,,,,,,78.1,Easy
Keleki Latu,TE,BUF,0.5,0.0,0.0,2.7,0.0,35.6,337.4,2.4,False,,1.5,,,,,,,,,,62.5,Neutral
Colson Yankoff,TE,WAS,0.4,0.0,0.0,2.4,0.0,35.0,334.3,2.5,False,,1.5,,,,,,,,,,35.4,Neutral
Adonai Mitchell,WR,NYJ,5.2,0.0,0.0,8.4,0.1,29.1,385.6,1.9,False,,1.5,158.2,13.0,158.8,13.0,163.1,13.1,166.7,8.6,13.0,30.2,Tough
Casey Washington,WR,ATL,0.2,0.0,0.0,6.1,0.0,29.2,380.1,2.1,False,,1.5,,,,,,,,,,59.4,Neutral
Shane Zylstra,TE,BUF,0.5,0.0,0.0,2.8,0.1,34.7,327.6,2.4,False,,1.5,,,,,,,,,,62.5,Neutral
Denzel Boston,WR,CLE,0.0,0.0,0.0,0.0,0.0,27.7,376.8,2.3,True,15.0,1.5,148.3,22.0,150.6,16.9,155.7,15.6,159.4,18.6,11.0,83.3,Easy
Drake Dabney,TE,GB,0.5,0.0,0.0,2.8,0.1,34.1,320.7,2.5,False,,1.5,,,,,,,,,,59.4,Neutral
Jackson Hawes,TE,BUF,0.2,0.0,0.0,1.2,0.0,27.8,285.6,3.7,False,,1.5,,,,,,,,,,62.5,Neutral
JuJu Smith-Schuster,WR,NYG,0.1,0.0,0.0,2.4,0.0,31.7,361.3,2.1,False,,1.5,,,,,,,,,,75.0,Easy
Brayden Willis,TE,SF,0.4,0.0,0.0,2.8,0.1,33.2,318.9,2.5,False,,1.5,,,,,,,,,,14.6,Tough
Dan Chisena,WR,CAR,0.4,0.0,0.0,7.9,0.0,29.2,359.7,2.1,False,,1.5,,,,,,,,,,33.3,Tough
Isaiah Williams,WR,NYJ,0.2,0.0,0.0,19.8,0.1,40.3,393.4,0.3,False,,1.5,,,,,,,,,,30.2,Tough
Brycen Tremayne,WR,CAR,0.2,0.0,0.0,5.2,0.0,30.8,365.4,1.9,False,,1.5,,,,,,,,,,33.3,Tough
Evan Engram,TE,DEN,0.1,0.0,0.0,1.9,0.0,40.6,366.4,1.1,False,,1.5,,,,,,,,,,28.1,Tough
Demarcus Robinson,WR,SF,0.1,0.0,0.0,4.4,0.0,24.4,326.6,3.0,False,,1.5,,,,,,,,,,25.5,Tough
Travis Homer,RB,PIT,0.2,0.0,0.0,285.9,2.0,15.8,111.6,0.6,False,,1.5,,,,,,,,,,64.6,Neutral
Brock Wright,TE,DET,0.1,0.0,0.0,1.0,0.0,31.6,274.9,3.3,False,,1.5,,,,,,,,,,32.3,Tough
Savion Williams,WR,GB,0.2,0.0,0.0,56.8,0.3,27.1,300.6,2.0,False,,1.5,,,,,,,,,,44.8,Neutral
KeAndre Lambert-Smith,WR,LAC,0.2,0.0,0.0,6.6,0.0,28.2,337.7,2.4,False,,1.5,,,,,,,,,,47.4,Neutral
Jordan Whittington,WR,LA,0.1,0.0,0.0,19.7,0.1,34.4,394.6,0.6,False,,1.5,,,,,,,,,,56.2,Neutral
Trey Palmer,WR,NO,0.2,0.0,0.0,5.1,0.0,28.2,365.2,1.9,False,,1.5,,,,,,,,,,60.4,Neutral
Ryan Miller,WR,NYG,0.2,0.0,0.0,4.6,0.0,26.3,324.2,2.7,False,,1.5,,,,,,,,,,75.0,Easy
Jared Wiley,TE,KC,0.4,0.0,0.0,2.7,0.1,32.9,307.0,2.3,False,,1.5,,,,,,,,,,54.2,Neutral
Noah Gray,TE,KC,0.1,0.0,0.0,1.5,0.0,34.4,329.3,1.9,False,,1.5,,,,,,,,,,54.2,Neutral
Hunter Long,TE,JAX,0.2,0.0,0.0,1.2,0.0,29.9,261.2,3.4,False,,1.5,,,,,,,,,,56.2,Neutral
Braxton Berrios,WR,NYG,0.3,0.0,0.0,6.0,0.0,30.6,329.5,2.1,False,,1.5,,,,,,,,,,75.0,Easy
Bryce Oliver,WR,TEN,0.3,0.0,0.0,6.3,0.0,27.9,349.5,2.0,False,,1.5,,,,,,,,,,78.1,Easy
Jordan Mims,RB,SF,0.2,0.0,0.0,284.3,0.3,24.5,169.4,0.3,False,,1.5,,,,,,,,,,35.4,Neutral
Jalen Brooks,WR,ARI,0.2,0.0,0.0,4.0,0.0,26.1,351.4,2.1,False,,1.5,,,,,,,,,,53.1,Neutral
Eli Stowers,TE,PHI,0.0,0.0,0.0,0.0,0.0,31.7,320.7,2.2,True,28.0,1.5,,,,,,,,,,62.5,Neutral
Nick Kallerup,TE,SEA,0.5,0.0,0.0,2.9,0.1,31.7,304.4,2.3,False,,1.5,,,,,,,,,,37.5,Neutral
Davis Allen,TE,LA,0.1,0.0,0.0,0.8,0.0,28.6,258.2,3.4,False,,1.5,,,,,,,,,,61.5,Neutral
Kameron Johnson,WR,TB,0.2,0.0,0.0,25.8,0.1,24.7,317.5,2.2,False,,1.5,,,,,,,,,,58.3,Neutral
DeeJay Dallas,RB,JAX,0.2,0.0,0.0,317.9,1.9,11.7,82.6,0.5,False,,1.5,,,,,,,,,,65.6,Easy
Travis Kelce,TE,KC,0.1,0.0,0.0,1.3,0.0,32.6,330.4,1.8,False,,1.5,135.6,16.2,128.1,14.5,108.7,19.6,135.8,18.6,5.0,54.2,Neutral
K.J. Osborn,WR,TEN,0.3,0.0,0.0,5.9,0.0,28.1,322.1,2.2,False,,1.5,,,,,,,,,,78.1,Easy
Dylan Laube,RB,LV,0.2,0.0,0.0,271.0,1.9,15.1,108.4,0.5,False,,1.5,,,,,,,,,,51.0,Neutral
Moliki Matavao,TE,NO,0.5,0.0,0.0,2.6,0.1,31.3,292.3,2.2,False,,1.5,,,,,,,,,,64.6,Neutral
Xavier Weaver,WR,ARI,0.2,0.0,0.0,5.8,0.0,27.8,324.2,2.0,False,,1.5,,,,,,,,,,53.1,Neutral
James Mitchell,TE,CAR,0.4,0.0,0.0,2.4,0.1,31.0,296.8,2.1,False,,1.5,,,,,,,,,,86.5,Easy
Kendrick Bourne,WR,ARI,0.1,0.0,0.0,3.1,0.0,29.2,393.0,0.7,False,,1.5,,,,,,,,,,53.1,Neutral
Ben Skowronek,WR,PIT,0.2,0.0,0.0,4.7,0.0,24.9,327.1,2.1,False,,1.5,,,,,,,,,,72.4,Easy
Brevin Jordan,TE,HOU,0.4,0.0,0.0,2.5,0.1,30.8,284.4,2.1,False,,1.5,,,,,,,,,,35.4,Neutral
Mike Woods,WR,DEN,0.3,0.0,0.0,8.3,0.0,29.3,343.4,1.2,False,,1.5,,,,,,,,,,43.8,Neutral
Carson Steele,RB,PHI,0.1,0.0,0.0,266.0,1.5,15.6,104.4,0.5,False,,1.5,,,,,,,,,,33.3,Tough
Isaiah Bond,WR,CLE,0.2,0.0,0.0,18.2,0.1,22.2,330.3,1.7,False,,1.5,,,,,,,,,,83.3,Easy
Rasheen Ali,RB,BAL,0.1,0.0,0.0,224.5,1.4,17.6,129.3,0.7,False,,1.5,,,,,,,,,,57.3,Neutral
Gunnar Helm,TE,TEN,0.2,0.0,0.0,0.8,0.0,33.4,291.1,1.8,False,,1.5,,,,,,,,,,59.4,Neutral
Eric Gray,RB,NYG,0.2,0.0,0.0,228.5,1.5,17.5,130.6,0.5,False,,1.5,,,,,,,,,,55.2,Neutral
Grant Calcaterra,TE,PHI,0.1,0.0,0.0,0.9,0.0,29.6,297.5,2.0,False,,1.5,,,,,,,,,,62.5,Neutral
Dareke Young,WR,LV,0.3,0.0,0.0,7.3,0.0,24.6,325.4,1.8,False,,1.5,,,,,,,,,,52.1,Neutral
Ja'Lynn Polk,WR,NO,0.2,0.0,0.0,8.0,0.0,24.6,264.2,2.8,False,,1.5,,,,,,,,,,60.4,Neutral
Tyler Higbee,TE,LA,0.2,0.0,0.0,0.7,0.0,25.8,264.1,2.8,False,,1.5,,,,,,,,,,61.5,Neutral
Xavier Gipson,WR,NYG,0.2,0.0,0.0,9.6,0.0,27.2,288.9,2.1,False,,1.5,,,,,,,,,,75.0,Easy
Hunter Luepke,RB,DAL,0.1,0.0,0.0,182.4,1.0,18.7,146.9,1.3,False,,1.5,,,,,,,,,,43.8,Neutral
David Sills,WR,TB,0.2,0.0,0.0,3.8,0.0,25.5,296.8,2.2,False,,1.5,,,,,,,,,,58.3,Neutral
Jaheim Bell,TE,PIT,0.4,0.0,0.0,2.1,0.0,29.4,282.5,2.1,False,,1.5,,,,,,,,,,46.9,Neutral
Tahj Brooks,RB,CIN,0.2,0.0,0.0,337.0,0.3,13.9,102.0,0.5,False,,1.5,,,,,,,,,,58.3,Neutral
Skylar Thompson,QB,BAL,819.4,4.6,2.5,58.4,0.6,0.1,0.2,0.0,False,,1.5,,,,,,,,,,57.3,Neutral
Gage Larvadain,WR,CLE,0.2,0.0,0.0,10.7,0.1,25.6,303.9,1.8,False,,1.5,,,,,,,,,,83.3,Easy
Skyy Moore,WR,GB,0.2,0.0,0.0,16.2,0.1,23.8,312.3,1.7,False,,1.5,,,,,,,,,,44.8,Neutral
Daniel Bellinger,TE,TEN,0.1,0.0,0.0,0.8,0.0,25.6,296.8,2.1,False,,1.5,,,,,,,,,,59.4,Neutral
LeQuint Allen Jr.,RB,JAX,0.1,0.0,0.0,285.9,1.2,14.3,98.1,0.4,False,,1.5,,,,,,,,,,65.6,Easy
Tyler Johnson,WR,DAL,0.1,0.0,0.0,3.3,0.0,25.2,332.7,1.5,False,,1.5,,,,,,,,,,61.5,Neutral
Josh Oliver,TE,MIN,0.1,0.0,0.0,0.7,0.0,24.1,249.9,3.0,False,,1.5,,,,,,,,,,76.0,Easy
John Bates,TE,WAS,0.1,0.0,0.0,0.9,0.0,27.7,266.1,2.4,False,,1.5,,,,,,,,,,35.4,Neutral
Reggie Gilliam,RB,NE,0.2,0.0,0.0,234.3,1.7,14.4,110.7,0.5,False,,1.5,,,,,,,,,,40.6,Neutral
Jahan Dotson,WR,ATL,0.1,0.0,0.0,3.8,0.0,24.4,318.2,1.7,False,,1.5,,,,,,,,,,59.4,Neutral
Lucas Krull,TE,DEN,0.2,0.0,0.0,1.3,0.0,31.2,279.0,1.8,False,,1.5,,,,,,,,,,28.1,Tough
Nate Boerkircher,TE,JAX,0.0,0.0,0.0,0.0,0.0,28.1,283.7,2.0,True,28.0,1.5,,,,,,,,,,56.2,Neutral
Mason Tipton,WR,NO,0.2,0.0,0.0,25.6,0.1,31.5,306.2,0.8,False,,1.5,,,,,,,,,,60.4,Neutral
Michael Mayer,TE,LV,0.1,0.0,0.0,0.6,0.0,34.0,312.3,1.0,False,,1.5,,,,,,,,,,70.8,Easy
Ben Sinnott,TE,WAS,0.2,0.0,0.0,1.1,0.0,28.3,271.9,2.1,False,,1.5,,,,,,,,,,35.4,Neutral
Quintin Morris,TE,JAX,0.2,0.0,0.0,1.4,0.0,27.9,260.5,2.3,False,,1.5,,,,,,,,,,56.2,Neutral
Erick All,TE,CIN,0.2,0.0,0.0,1.6,0.0,37.6,335.4,0.2,False,,1.5,,,,,,,,,,51.0,Neutral
Ben Sims,TE,MIA,0.3,0.0,0.0,1.5,0.0,28.6,277.5,1.9,False,,1.5,,,,,,,,,,17.7,Tough
Tanner Conner,TE,NYG,0.2,0.0,0.0,1.4,0.0,28.8,275.6,1.9,False,,1.5,,,,,,,,,,42.7,Neutral
Dameon Pierce,RB,PHI,0.1,0.0,0.0,319.1,0.9,11.4,80.6,0.4,False,,1.5,,,,,,,,,,33.3,Tough
Carter Runyon,TE,LV,0.4,0.0,0.0,2.5,0.1,28.2,264.2,2.0,False,,1.5,,,,,,,,,,70.8,Easy
Kaelon Black,RB,SF,0.0,0.0,0.0,321.0,1.5,10.6,69.1,0.0,True,23.0,1.5,,,,,157.6,23.5,,,8.0,35.4,Neutral
Anthony Firkser,TE,WAS,0.3,0.0,0.0,1.6,0.0,29.6,266.5,1.9,False,,1.5,,,,,,,,,,35.4,Neutral
Tommy Tremble,TE,CAR,0.1,0.0,0.0,0.7,0.0,29.2,278.0,1.7,False,,1.5,,,,,,,,,,86.5,Easy
Jelani Woods,TE,NYJ,0.4,0.0,0.0,2.3,0.1,27.6,260.2,2.0,False,,1.5,,,,,,,,,,62.5,Neutral
Pierre Strong,RB,GB,0.1,0.0,0.0,254.1,0.1,20.6,151.0,0.2,False,,1.5,,,,,,,,,,52.1,Neutral
Will Shipley,RB,PHI,0.1,0.0,0.0,231.0,1.0,16.9,120.0,0.5,False,,1.5,,,,,,,,,,33.3,Tough
Kaleb Johnson,RB,PIT,0.2,0.0,0.0,300.8,0.8,12.3,90.6,0.4,False,,1.5,,,,,,,,,,64.6,Neutral
Mason Taylor,TE,NYJ,0.2,0.0,0.0,0.8,0.0,32.9,292.5,1.1,False,,1.5,,,,,,,,,,62.5,Neutral
Evan Hull,RB,HOU,0.2,0.0,0.0,319.5,0.7,11.1,80.3,0.4,False,,1.5,,,,,,,,,,41.7,Neutral
Zaire Mitchell-Paden,TE,NO,0.4,0.0,0.0,2.2,0.0,27.8,265.1,1.9,False,,1.5,,,,,,,,,,64.6,Neutral
Jake Bobo,WR,SEA,0.2,0.0,0.0,4.3,0.0,25.3,278.9,1.8,False,,1.5,,,,,,,,,,38.0,Neutral
Antonio Williams,WR,WAS,0.0,0.0,0.0,3.8,0.0,23.2,313.9,1.4,True,35.0,1.5,148.2,14.5,158.4,14.4,159.6,11.5,155.6,20.4,7.0,42.7,Neutral
Jimmy Horn Jr.,WR,CAR,0.2,0.0,0.0,44.4,0.2,25.8,299.3,0.5,False,,1.5,,,,,,,,,,33.3,Tough
David Moore,WR,CAR,0.1,0.0,0.0,9.6,0.1,22.7,259.3,2.1,False,,1.5,,,,,,,,,,33.3,Tough
Jack Bech,WR,LV,0.2,0.0,0.0,4.2,0.0,28.4,336.6,0.5,False,,1.5,,,,,,,,,,52.1,Neutral
